Temperature (K)	Pressure (Pa)	"Density (v, kg/m3)"	"Volume (v, m3/kg)"	"Internal Energy (v, J/kg)"	"Enthalpy (v, J/kg)"	"Entropy (v, J/kg*K)"	"Cv (v, J/kg*K)"	"Cp (v, J/kg*K)"	"Sound Spd. (v, m/s)"	"Joule-Thomson (v, K/Pa)"	"Therm. Cond. (v, W/m*K)"	"Viscosity (v, Pa*s)"
574	101330	0.61458	1.6271	415370	580240	7528.1	758.14	1045.5	476.92	1.88E-07	0.043789	0.00002992
575	101330	0.61351	1.63	416130	581290	7529.9	758.36	1045.8	477.32	1.85E-07	0.043848	0.000029956
576	101330	0.61245	1.6328	416890	582330	7531.8	758.59	1046	477.71	1.81E-07	0.043907	0.000029992
577	101330	0.61139	1.6356	417650	583380	7533.6	758.81	1046.2	478.11	1.78E-07	0.043965	0.000030028
578	101330	0.61033	1.6385	418410	584420	7535.4	759.04	1046.4	478.5	1.75E-07	0.044023	0.000030065
579	101330	0.60928	1.6413	419170	585470	7537.2	759.26	1046.7	478.9	1.71E-07	0.044082	0.000030101
580	101330	0.60822	1.6441	419930	586520	7539	759.49	1046.9	479.29	1.68E-07	0.04414	0.000030137
581	101330	0.60718	1.647	420690	587560	7540.8	759.72	1047.1	479.68	1.65E-07	0.044199	0.000030173
582	101330	0.60613	1.6498	421450	588610	7542.6	759.94	1047.3	480.08	1.62E-07	0.044257	0.000030209
583	101330	0.60509	1.6526	422210	589660	7544.4	760.17	1047.6	480.47	1.58E-07	0.044315	0.000030244
584	101330	0.60406	1.6555	422970	590710	7546.2	760.4	1047.8	480.86	1.55E-07	0.044374	0.00003028
585	101330	0.60303	1.6583	423730	591750	7548	760.63	1048	481.25	1.52E-07	0.044432	0.000030316
586	101330	0.602	1.6611	424490	592800	7549.8	760.85	1048.2	481.64	1.49E-07	0.04449	0.000030352
587	101330	0.60097	1.664	425250	593850	7551.6	761.08	1048.5	482.03	1.45E-07	0.044548	0.000030388
588	101330	0.59995	1.6668	426010	594900	7553.4	761.31	1048.7	482.43	1.42E-07	0.044606	0.000030424
589	101330	0.59893	1.6696	426770	595950	7555.1	761.54	1048.9	482.82	1.39E-07	0.044664	0.000030459
590	101330	0.59791	1.6725	427530	597000	7556.9	761.77	1049.2	483.2	1.36E-07	0.044722	0.000030495
591	101330	0.5969	1.6753	428300	598050	7558.7	762	1049.4	483.59	1.33E-07	0.04478	0.000030531
592	101330	0.59589	1.6781	429060	599100	7560.5	762.23	1049.6	483.98	1.30E-07	0.044838	0.000030567
593	101330	0.59489	1.681	429820	600150	7562.2	762.46	1049.8	484.37	1.26E-07	0.044896	0.000030602
594	101330	0.59389	1.6838	430580	601200	7564	762.69	1050.1	484.76	1.23E-07	0.044954	0.000030638
595	101330	0.59289	1.6867	431350	602250	7565.8	762.92	1050.3	485.15	1.20E-07	0.045012	0.000030673
596	101330	0.5919	1.6895	432110	603300	7567.5	763.15	1050.5	485.53	1.17E-07	0.04507	0.000030709
597	101330	0.5909	1.6923	432870	604350	7569.3	763.38	1050.8	485.92	1.14E-07	0.045128	0.000030744
598	101330	0.58992	1.6952	433640	605400	7571.1	763.61	1051	486.31	1.11E-07	0.045186	0.00003078
599	101330	0.58893	1.698	434400	606450	7572.8	763.84	1051.2	486.69	1.08E-07	0.045243	0.000030815
600	101330	0.58795	1.7008	435160	607500	7574.6	764.07	1051.4	487.08	0.000000105	0.045301	0.000030851
